ifort-Consumption
3451.22
3984.55
4982.69
3691.91
2717.78
2716.86
3353.51
3594.63
4697.4
3401.04
2715.69
2713.63
3522.77
4684.48
3780.64
3629.31
2717.72
2715.81
3563.57
4939.66
3838.67
5040.84
2715.97
2713.7
3415.26
3997.17
4437.81
4990.2
2719.23
2716.26
2774.96
3989.45
4237.46
3940.24
2716.15
2714.94
3730.64
4495.49
3863.25
3433.11
2718.86
2716.13
3859.01
3879.32
4659.1
3531.73
2715.85
2714.22
3686.27
3815.21
4419.19
4684.19
2717.73
2714.98
3214.39
3797.59
4777.59
5065.4
2715.24
2714.55
4282.06
4197.06
3564.47
3942.98
2716.9
2714.33
3567.13
3740.64
3757.17
6551.62
2715.16
2714.79
3379.76
4106.67
3806.73
4365.12
2716.13
2715.05
3254.48
4373.18
3739.18
3599.65
2714.83
2715.23
4147.15
3887.2
4225.16
4217.72
2715.1
2714.11
3475.01
3856.9
3864.94
4159.96
2715.37
2715.05
3770.68
4474.35
3776.29
4620.49
2723.05
2714.63
2758.76
4325.25
4152.27
4182.62
2715.82
2717.51
3867.16
3959.78
4226.21
4158.17
2726.98
2714.29
3262.49
4113.75
5688.91
4182.58
2717.21
2716.51
3532.24
3974.96
3841.02
3860.76
2714.43
2715.01
3518.23
3661.19
3731.59
3916.88
2716.82
2717.33
4558.33
4520.25
4472.4
4484.21
2726.55
2715.37
2759.25
4084.76
4953.83
4211.29
2717.79
2718.43
3588.68
3392.8
4060.9
3640.28
2713.16
2718.67
3372.78
4165.31
3728.02
4118.79
2719.29
2718.34
3481.27
4341.8
3708.75
4107.37
2712.58
2717.72
3131.7
4102.22
4483.26
4380.98
2719.18
2719.56
3469.17
3740.77
4435.46
4018.01
2712.74
2718.2
3579.71
3952.38
3733.18
5377.52
2719.72
2720.66
3467.94
4637.8
4224.67
4348.96
2713.31
2717.85
3575.84
4329.65
4184.37
3924.35
2720.29
2720.28
3633.98
4113.64
4153.68
4535.09
2731.74
2719.39
3690.31
4345.69
4098.78
4358.29
2720.07
2719.32
3994.88
3967.46
4080.45
3635.46
2713.88
2719.13
2777.29
3763.29
3634.81
4829.02
2719.77
2719.36
3405.5
4365.64
3938.28
3837.98
2714.03
2736.8
3480.12
4397.22
4482.44
4821.66
2717.44
2717.95
3835.7
4390.08
4544.58
4328.52
2713.99
2718.2
3520.36
4218.75
3799.82
3661.12
2718.26
2717.48
3279.9
4067.09
3798.18
4318.54
2713.9
2717.07
3476.18
5165.97
4532.92
4566.54
2717.64
2716.65
3520.63
4215.73
4069.11
4299.51
2714.45
2716.71
3083.6
3668.96
4029.96
4711.54
2717.45
2716.69
4356.39
4279.58
4670.85
3830.63
2714.82
2716.95
4336.84
3783.01
4226.03
3706.27
2717.29
2717.0
3439.84
3588.42
4353.49
4515.52
2714.72
2716.06
2783.05
4130.31
4121.5
4529.34
2717.41
2715.97
3378.68
5007.94
3845.26
4040.82
2715.09
2715.39
3374.73
3594.38
3892.11
3723.86
2716.14
2715.03
3470.75
4010.73
4377.86
4183.48
2714.13
2715.42
3041.41
4066.77
3863.73
4309.17
2716.64
2715.49
3571.81
3386.33
3828.75
4443.43
2713.41
2714.62
3684.87
4438.56
3622.03
4032.19
2715.69
2716.16
3554.65
4459.56
4156.17
3467.13
2715.28
2714.51
3438.09
3920.48
4896.91
4633.99
2715.85
2715.96
3208.27
3674.38
4930.91
3909.42
2715.3
2714.8
3519.3
4169.65
4489.66
3701.17
2716.3
2715.13
3500.73
4599.83
3729.18
4402.56
2716.48
2714.56
3350.79
5016.58
4137.7
4148.61
2715.94
2715.89
3478.29
4176.77
4216.6
3600.53
2717.17
2714.79
3354.17
3714.83
4335.54
3865.98
2716.65
2715.72
3760.38
4775.59
3970.01
4575.28
2718.49
2715.64
3316.8
3860.61
3870.66
4804.85
2716.39
2715.75
3643.16
3899.12
3678.9
3711.51
2718.77
2715.46
3309.06
4366.52
4104.85
3911.92
2716.75
2714.65
3615.51
4175.95
3962.8
4658.84
2719.05
2715.97
